time,operators,typeOfAreaSse,instrumentClass,siteFacilityCode,typeOfVegetationSse,vegetationConditionSse,moistureOnVegetationSse,surfaceSoilConditionsSse,vegetationInsideFenceEbbr,vegetationOutsideFenceEbbr,vegetationHeightInsideFenceSse,vegetationHeightOutsideFenceSse,unanticipatedVegetationConditionEc,reportId,reportKey,reportSiteCode,reportFacilityCode,reportInstrumentClass,reportedOn,reporterId,reportStateCode,reportDataType,reportFrequencyCode,rowCropsEc,winterWheatEc,mostlyBareSoilEc,vegetationHeightEc,pastureOrRangelandEc,vegetationConditionEc,winterWheatConditionEc,surfaceSoilConditionsEc,pastureOrRangelandGrassEc,moistureOnVegetationSoilEc,rowCropsTypeEc,rowCropsConditionEc,pastureOrRangelandTypeEc,comments,notifySiteOps,notifyInstrumentMentor
2023-01-30 18:40:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,90480,PM-2023-SGP-E11-00024,sgp,E11,sfccond,2023-01-31T14:23:03.291+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-31 17:00:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.2,0.2,,90598,PM-2023-SGP-E12-00019,sgp,E12,sfccond,2023-01-31T21:25:16.126+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-31 19:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Dry and dusty,,,0.1,0.1,No,90623,PM-2023-SGP-E33-00025,sgp,E33,sfccond,2023-01-31T22:05:16.002+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,Brown due to freezing conditions,,Moist but not muddy,,Dry,Soybeans,Stubble after harvest,,,False,False
2023-02-01 16:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,90781,PM-2023-SGP-E32-00022,sgp,E32,sfccond,2023-02-01T21:34:28.349+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-01 18:30:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,90770,PM-2023-SGP-E9-00019,sgp,E9,sfccond,2023-02-01T21:22:20.602+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-02 18:15:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,90936,PM-2023-SGP-E34-00024,sgp,E34,sfccond,2023-02-02T20:41:53.603+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-02 20:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,,,0.1,0.1,No,90968,PM-2023-SGP-E14-00012,sgp,E14,sfccond,2023-02-02T22:07:30.598+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Dry and dusty,,Dry,,,,,False,False
2023-02-02 20:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,90955,PM-2023-SGP-E13-00119,sgp,E13,sfccond,2023-02-02T21:59:05.481+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-06 16:50:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Moist but not muddy,,,0.1,0.1,No,91638,PM-2023-SGP-E37-00036,sgp,E37,sfccond,2023-02-07T21:39:00.665+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Moist but not muddy,,Dry,,,,,False,False
2023-02-06 18:25:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,No,91639,PM-2023-SGP-E39-00041,sgp,E39,sfccond,2023-02-07T21:39:49.484+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Moist but not muddy,,Dry,,,,,False,False
2023-02-07 16:50:00,Bryan Williams,Unanticipated conditions (see comments),sfccond,sgp:S6,Unanticipated conditions (see comments),"Lush green, unwilted",Slightly wet because of rain or dew,Moist but not muddy,,,0.1,0.1,No,91624,PM-2023-SGP-S6-00022,sgp,S6,sfccond,2023-02-07T21:15:51.567+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,Yes,0.1,No,"Lush green, unwilted",Partial soil coverage because plants are small,Moist but not muddy,,Slightly wet because of rain or dew,,,,,False,False
2023-02-07 17:25:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:S4,Mostly clumped grass,,Slightly wet because of rain or dew,Moist but not muddy,,,0.1,0.1,No,91667,PM-2023-SGP-S4-00019,sgp,S4,sfccond,2023-02-07T22:05:01.464+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,"Lush green, unwilted",,Moist but not muddy,,Slightly wet because of rain or dew,Soybeans,,,Vegetation condition is green weeds with soybean stubble.,False,False
2023-02-07 17:55:00,Bryan Williams,Unanticipated conditions (see comments),sfccond,sgp:S5,Unanticipated conditions (see comments),Green w/brown patches due to freezing conditions,Slightly wet because of rain or dew,Moist but not muddy,,,0.1,0.1,No,91616,PM-2023-SGP-S5-00009,sgp,S5,sfccond,2023-02-07T21:01:59.325+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,Green w/brown patches due to freezing conditions,,Moist but not muddy,,Slightly wet because of rain or dew,Alfalfa,Yellow but unharvested,,,False,False
2023-02-08 17:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,Brown due to freezing conditions,Slightly wet because of rain or dew,Dry and dusty,Grassy,Grassy,0.2,0.1,,91898,PM-2023-SGP-E15-00022,sgp,E15,sfccond,2023-02-09T15:02:12.666+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-08 20:05:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,Green w/brown patches due to freezing conditions,Mostly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.3,0.2,,91890,PM-2023-SGP-E36-00022,sgp,E36,sfccond,2023-02-09T14:20:18.564+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-09 17:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.2,,92056,PM-2023-SGP-E40-00024,sgp,E40,sfccond,2023-02-09T22:10:39.939+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-09 19:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,Brown due to freezing conditions,Dry,Muddy or standing water,Grassy,Grassy,0.2,0.1,,92059,PM-2023-SGP-E35-00022,sgp,E35,sfccond,2023-02-09T22:13:33.073+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-13 17:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.2,0.2,No,92527,PM-2023-SGP-E12-00025,sgp,E12,sfccond,2023-02-13T21:59:40.277+00:00,18599,NEW,PMR,BIWEEKLY,,,,,No,,,,,,,,,,False,False
2023-02-13 19:25:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Moist but not muddy,,,0.1,0.1,No,92536,PM-2023-SGP-E33-00034,sgp,E33,sfccond,2023-02-13T22:18:11.495+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,Brown due to freezing conditions,,Moist but not muddy,,Dry,Soybeans,Stubble after harvest,,,False,False
2023-02-14 16:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E41,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,,,0.2,0.1,No,92683,PM-2023-SGP-E41-00033,sgp,E41,sfccond,2023-02-14T21:05:58.055+00:00,21075,NEW,PMR,BIWEEKLY,,No,No,0.1,Yes,Green w/brown patches due to freezing conditions,,Moist but not muddy,Mostly clumped grass,Dry,,,Derived from grazed grasslands,,False,False
2023-02-14 18:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,92667,PM-2023-SGP-E32-00030,sgp,E32,sfccond,2023-02-14T20:25:06.181+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-15 17:00:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,92850,PM-2023-SGP-E11-00030,sgp,E11,sfccond,2023-02-15T21:12:54.891+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-15 18:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,92950,PM-2023-SGP-E9-00030,sgp,E9,sfccond,2023-02-16T15:06:33.193+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-15 20:55:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,92936,PM-2023-SGP-E13-00172,sgp,E13,sfccond,2023-02-16T14:25:53.859+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-15 20:55:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Dry and dusty,,,0.1,0.1,No,92942,PM-2023-SGP-E14-00016,sgp,E14,sfccond,2023-02-16T14:37:18.161+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,Yes,0.1,No,"Lush green, unwilted","Green, ground covered",Dry and dusty,,Dry,,,,,False,False
2023-02-16 17:30:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,93067,PM-2023-SGP-E34-00030,sgp,E34,sfccond,2023-02-16T20:27:16.584+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-21 16:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,No,93777,PM-2023-SGP-E39-00055,sgp,E39,sfccond,2023-02-21T21:37:43.312+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Moist but not muddy,,Dry,,,,,False,False
2023-02-21 18:50:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Dry and dusty,,,0.1,0.1,No,93769,PM-2023-SGP-E37-00048,sgp,E37,sfccond,2023-02-21T21:24:45.964+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Dry and dusty,,Dry,,,,,False,False
2023-02-22 15:45:00,Bryan Williams,Unanticipated conditions (see comments),sfccond,sgp:S6,Unanticipated conditions (see comments),"Lush green, unwilted",Dry,Moist but not muddy,,,0.1,0.1,No,94020,PM-2023-SGP-S6-00028,sgp,S6,sfccond,2023-02-23T14:54:49.119+00:00,18599,NEW,PMR,BIWEEKLY,,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Moist but not muddy,,Dry,,,,,False,False
2023-02-22 16:20:00,Bryan Williams,Unanticipated conditions (see comments),sfccond,sgp:S4,Unanticipated conditions (see comments),Green w/brown patches due to freezing conditions,,Moist but not muddy,,,0.1,0.1,No,94025,PM-2023-SGP-S4-00027,sgp,S4,sfccond,2023-02-23T15:13:46.471+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,Green w/brown patches due to freezing conditions,,Moist but not muddy,,Dry,Soybeans,Stubble mostly covered with green weeds after harvest,,,False,False
2023-02-22 16:55:00,Rod Marler,Unanticipated conditions (see comments),sfccond,sgp:S5,Unanticipated conditions (see comments),Green w/brown patches due to freezing conditions,Slightly wet because of rain or dew,Moist but not muddy,,,0.1,0.1,No,94197,PM-2023-SGP-S5-00012,sgp,S5,sfccond,2023-02-23T22:06:23.121+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,Green w/brown patches due to freezing conditions,,Moist but not muddy,,Slightly wet because of rain or dew,Alfalfa,Yellow but unharvested,,,False,False
2023-02-22 19:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.3,0.2,,93942,PM-2023-SGP-E40-00030,sgp,E40,sfccond,2023-02-22T22:20:50.524+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-23 16:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.2,0.1,,94190,PM-2023-SGP-E36-00030,sgp,E36,sfccond,2023-02-23T21:51:01.521+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-23 19:30:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.2,0.1,,94186,PM-2023-SGP-E15-00030,sgp,E15,sfccond,2023-02-23T21:48:45.969+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-24 17:40:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.3,0.1,,94385,PM-2023-SGP-E35-00030,sgp,E35,sfccond,2023-02-24T21:08:00.867+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-27 17:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.2,0.2,,94755,PM-2023-SGP-E12-00033,sgp,E12,sfccond,2023-02-27T22:07:27.347+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-27 18:40:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E41,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,,,0.2,0.1,No,94764,PM-2023-SGP-E41-00042,sgp,E41,sfccond,2023-02-27T22:15:23.032+00:00,18599,NEW,PMR,BIWEEKLY,No,No,No,0.1,Yes,Green w/brown patches due to freezing conditions,,Moist but not muddy,Mostly clumped grass,Dry,,,Derived from grazed grasslands,,False,False
2023-02-28 17:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,94954,PM-2023-SGP-E11-00040,sgp,E11,sfccond,2023-02-28T22:17:27.072+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-02-28 19:25:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,94925,PM-2023-SGP-E9-00038,sgp,E9,sfccond,2023-02-28T21:46:13.362+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-03-01 14:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,95127,PM-2023-SGP-E13-00219,sgp,E13,sfccond,2023-03-01T21:18:57.757+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-03-01 14:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,,,0.1,0.1,No,95133,PM-2023-SGP-E14-00020,sgp,E14,sfccond,2023-03-01T21:32:32.699+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Moist but not muddy,,Dry,,,,,False,False
2023-03-01 17:40:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,95283,PM-2023-SGP-E34-00038,sgp,E34,sfccond,2023-03-02T20:19:10.955+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-03-02 16:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,95296,PM-2023-SGP-E32-00038,sgp,E32,sfccond,2023-03-02T20:33:22.858+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-03-02 17:40:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Moist but not muddy,,,0.1,0.1,No,95275,PM-2023-SGP-E33-00043,sgp,E33,sfccond,2023-03-02T20:06:22.141+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,Green w/brown patches due to freezing conditions,,Moist but not muddy,,Dry,Soybeans,Stubble mostly covered with green weeds after harvest,,,False,False
2023-03-06 16:45:00,Bryan Williams,Unanticipated conditions (see comments),sfccond,sgp:S6,Unanticipated conditions (see comments),Green w/brown patches due to freezing conditions,Dry,Dry and dusty,,,0..1,0.1,No,95863,PM-2023-SGP-S6-00035,sgp,S6,sfccond,2023-03-06T21:36:00.489+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Dry and dusty,,Dry,,,,Green wheat inside and outside of fence.,False,False
2023-03-06 17:20:00,Bryan Williams,Unanticipated conditions (see comments),sfccond,sgp:S5,Unanticipated conditions (see comments),Green w/brown patches due to freezing conditions,Dry,Dry and dusty,,,0.1,0.1,No,95871,PM-2023-SGP-S5-00015,sgp,S5,sfccond,2023-03-06T21:42:12.331+00:00,18599,NEW,PMR,BIWEEKLY,,No,No,0.1,No,Green w/brown patches due to freezing conditions,,Dry and dusty,,Dry,Alfalfa,"Green, ground covered",,Green and brown alfalfa inside and outside of fence.,False,False
2023-03-06 18:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.4,0.3,,95866,PM-2023-SGP-E40-00038,sgp,E40,sfccond,2023-03-06T21:38:02.465+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-03-07 16:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,No,96134,PM-2023-SGP-E39-00074,sgp,E39,sfccond,2023-03-08T14:25:13.610+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Dry and dusty,,Dry,,,,,False,False
2023-03-07 18:45:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,Green w/brown patches due to freezing conditions,Slightly wet because of rain or dew,Dry and dusty,,,0.1,0.1,No,96080,PM-2023-SGP-E37-00061,sgp,E37,sfccond,2023-03-07T21:53:29.195+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Dry and dusty,,Slightly wet because of rain or dew,,,,,False,False
2023-03-08 16:35:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.3,0.1,,96274,PM-2023-SGP-E36-00038,sgp,E36,sfccond,2023-03-08T22:05:22.814+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-03-08 19:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,96255,PM-2023-SGP-E15-00038,sgp,E15,sfccond,2023-03-08T21:53:50.405+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-03-09 16:05:00,Rod Marler,Unanticipated conditions (see comments),sfccond,sgp:S4,Unanticipated conditions (see comments),Green w/brown patches due to freezing conditions,Slightly wet because of rain or dew,Moist but not muddy,,,0.1,0.1,No,96470,PM-2023-SGP-S4-00034,sgp,S4,sfccond,2023-03-09T22:26:04.759+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,Green w/brown patches due to freezing conditions,,Moist but not muddy,,Dry,Soybeans,Stubble mostly covered with green weeds after harvest,,,False,False
2023-03-09 18:05:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,Green w/brown patches due to freezing conditions,Slightly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.2,0.1,,96433,PM-2023-SGP-E35-00038,sgp,E35,sfccond,2023-03-09T21:23:22.905+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-03-13 16:15:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,96924,PM-2023-SGP-E11-00049,sgp,E11,sfccond,2023-03-13T20:42:37.705+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-03-13 18:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,96938,PM-2023-SGP-E9-00046,sgp,E9,sfccond,2023-03-13T21:04:18.327+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-03-14 15:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Dry and dusty,,,0.1,0.1,,97152,PM-2023-SGP-E32-00046,sgp,E32,sfccond,2023-03-14T21:04:40.582+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-03-14 17:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E41,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Dry and dusty,,,0.2,0.1,No,97138,PM-2023-SGP-E41-00054,sgp,E41,sfccond,2023-03-14T20:44:27.776+00:00,18599,NEW,PMR,BIWEEKLY,No,No,No,0.1,Yes,Green w/brown patches due to freezing conditions,,Dry and dusty,Mostly clumped grass,Dry,,,Derived from grazed grasslands,,False,False
2023-03-15 16:30:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.3,0.3,,97338,PM-2023-SGP-E12-00043,sgp,E12,sfccond,2023-03-15T21:01:00.707+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-03-15 18:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Dry and dusty,,,0.1,0.1,No,97441,PM-2023-SGP-E33-00051,sgp,E33,sfccond,2023-03-16T20:04:18.224+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,Green w/brown patches due to freezing conditions,,Dry and dusty,,Dry,Soybeans,Stubble mostly covered with green weeds after harvest,,,False,False
2023-03-16 13:15:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,97460,PM-2023-SGP-E13-00279,sgp,E13,sfccond,2023-03-16T20:27:52.003+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-03-16 13:15:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Dry and dusty,,,0.1,0.1,No,97467,PM-2023-SGP-E14-00024,sgp,E14,sfccond,2023-03-16T20:40:50.132+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Dry and dusty,Mostly uniform grass,Dry,,,,,False,False
